dim_member_id,dim_source,dim_load_date,member_id,member_name,country,region,tandc_version,tandc_type,tandc_signdate,date_registered,date_validated
7D3189AFB6B2D699D5F64E5681941B23,RACP,09/08/22 15:43:00,RAM-000024,Member-1143166,India,Asia and Pacific,6,,06/16/21 00:00:00,06/16/21 00:00:00,06/21/21 00:00:00
7FFE10424B72E55B91DB6A1CFA4B9789,RACP,09/08/22 15:43:00,RAM-000009,Member-6212495,Ghana,Africa,6,,05/19/21 00:00:00,05/19/21 00:00:00,05/22/21 00:00:00
84C5E58FA619844E318F902A3D13C8B5,RACP,09/08/22 15:43:00,RAM-000107,Member-4406436,Guatemala,Latin America,1.1.,SystemLegalTnC,11/23/21 00:00:00,11/23/21 00:00:00,11/26/21 00:00:00
867D09DA34AC9D3C2A1428B5792904EF,RACP,09/08/22 15:43:00,RAM-000168,Member-9203358,Trinidad and Tobago,Latin America,1.1.,SystemLegalTnC,03/24/22 00:00:00,03/24/22 00:00:00,04/07/22 00:00:00
86DF9E32F427A2B33FAF53E8BA872274,RACP,09/08/22 15:43:00,RAM-000199,Member-4176094,Nicaragua,Latin America,1.1.,SystemLegalTnC,08/30/22 00:00:00,08/30/22 00:00:00,08/31/22 00:00:00
87ABFBC9118FBE598ABDF8D93BABB8DF,RACP,09/08/22 15:43:00,RAM-000080,Member-3808290,India,Asia and Pacific,1.1.,SystemLegalTnC,09/08/21 00:00:00,09/08/21 00:00:00,09/29/21 00:00:00
8866A2F3009F885A9EA3F25B82CAA896,RACP,09/08/22 15:43:00,RAM-000045,Member-9446827,Chile,Latin America,1.0.,System TnC,08/19/21 00:00:00,08/19/21 00:00:00,08/20/21 00:00:00
8879D3C5AF1B6D6B67CB0C89A5AB8B42,RACP,09/08/22 15:43:00,RAM-000038,Member-6759339,Viet Nam,Asia and Pacific,1.1.,SystemLegalTnC,08/04/21 00:00:00,08/04/21 00:00:00,08/12/21 00:00:00
888FB8605DE1E7189C63B7487B1E4FBF,RACP,09/08/22 15:43:00,RAM-000146,Member-1019058,Switzerland,Europe,1.0.,System TnC,03/10/22 00:00:00,03/10/22 00:00:00,03/11/22 00:00:00
891659C2ECF80B5409A602A804D514DE,RACP,09/08/22 15:43:00,RAM-000123,Member-3157608,Colombia,Latin America,1.1.,SystemLegalTnC,12/09/21 00:00:00,12/09/21 00:00:00,12/17/21 00:00:00
895FC61BE53ECA5D1AB37A1659C96EBC,RACP,09/08/22 15:43:00,RAM-000063,Member-1062366,India,Asia and Pacific,1.1.,SystemLegalTnC,08/10/21 00:00:00,08/10/21 00:00:00,09/10/21 00:00:00
8C639CC7187C9052391CF7F6C0507F16,RACP,09/08/22 15:43:00,RAM-000179,Member-1034244,Italy,Europe,1.0.,System TnC,05/10/22 00:00:00,05/10/22 00:00:00,06/02/22 00:00:00
8CE3F1A6B82A6FB45CBC5CBC9D1E6F4E,RACP,09/08/22 15:43:00,RAM-000104,Member-4765132,Dominican Republic (the),Latin America,1.1.,SystemLegalTnC,11/23/21 00:00:00,11/23/21 00:00:00,11/24/21 00:00:00
8D84B9D5216FEDC4F1FF0414BFB8BF55,RACP,09/08/22 15:43:00,RAM-000131,Member-6656456,Brazil,Latin America,1.1.,SystemLegalTnC,01/06/22 00:00:00,01/06/22 00:00:00,01/07/22 00:00:00
9103AC73A20A065DD0C60E88604B76D3,RACP,09/08/22 15:43:00,RAM-000076,Member-4808952,Sri Lanka,Asia and Pacific,1.1.,SystemLegalTnC,09/27/21 00:00:00,09/27/21 00:00:00,09/27/21 00:00:00
9151D158702C15D8DD20AFA80747C22C,RACP,09/08/22 15:43:00,RAM-000101,Member-1150512,Costa Rica,Latin America,1.1.,SystemLegalTnC,11/16/21 00:00:00,11/16/21 00:00:00,11/17/21 00:00:00
92697F218D0E7294586E4E87E698A9A5,RACP,09/08/22 15:43:00,RAM-000109,Member-1093800,India,Asia and Pacific,1.1.,SystemLegalTnC,11/22/21 00:00:00,11/22/21 00:00:00,11/26/21 00:00:00
9276FCDF3128C1B4C46874FF465DC01F,RACP,09/08/22 15:43:00,RAM-000089,Member-1005488,Senegal,Africa,1.1.,SystemLegalTnC,10/04/21 00:00:00,10/04/21 00:00:00,10/15/21 00:00:00
95D10C096CE175066D31667EE4CB80EB,RACP,09/08/22 15:43:00,RAM-000060,Member-1072094,Australia,Asia and Pacific,1.0.,System TnC,09/08/21 00:00:00,09/08/21 00:00:00,09/08/21 00:00:00
971693980A69D8A83D3024ADE42DBF54,RACP,09/08/22 15:43:00,RAM-000125,Member-9383100,Brazil,Latin America,1.1.,SystemLegalTnC,12/22/21 00:00:00,12/22/21 00:00:00,12/22/21 00:00:00
97D1AD48B7295E25DF547F6AC99D1FB3,RACP,09/08/22 15:43:00,RAM-000171,Member-9094629,Cameroon,Africa,1.0.,System TnC,04/21/22 00:00:00,04/21/22 00:00:00,04/22/22 00:00:00
99691CA87A1A22D472229E47636FF20D,RACP,09/08/22 15:43:00,RAM-000198,Member-7489781,C“te d'Ivoire,Africa,1.1.,SystemLegalTnC,07/15/22 00:00:00,07/15/22 00:00:00,08/08/22 00:00:00
99DD55BB0A5FB403968E95DA33BD8AC5,RACP,09/08/22 15:43:00,RAM-000067,Member-2555096,Guatemala,Latin America,1.1.,SystemLegalTnC,09/09/21 00:00:00,09/09/21 00:00:00,09/13/21 00:00:00
99FCEAAC64E2A02DA12CD31CB5296F85,RACP,09/08/22 15:43:00,RAM-000121,Member-5454354,China,Asia and Pacific,1.0.,System TnC,12/14/21 00:00:00,12/14/21 00:00:00,12/14/21 00:00:00
9BF455AA88CDA1D89DD3F143A32F0393,RACP,09/08/22 15:43:00,RAM-000151,Member-6385256,Thailand,Asia and Pacific,1.0.,System TnC,03/03/22 00:00:00,03/03/22 00:00:00,03/18/22 00:00:00
9D8A37C7AADE8B528CB40F19F72EC15A,RACP,09/08/22 15:43:00,RAM-000023,Member-1026409,China,Asia and Pacific,6,,06/03/21 00:00:00,06/02/21 00:00:00,06/21/21 00:00:00
A21FF55540BC7D36CBA1DE5436B7CF6B,RACP,09/08/22 15:43:00,RAM-000184,Member-7455951,C“te d'Ivoire,Africa,1.1.,SystemLegalTnC,06/05/22 00:00:00,06/05/22 00:00:00,06/15/22 00:00:00
A2C7D9EBB47BBB1C9F6F7B6D90E98995,RACP,09/08/22 15:43:00,RAM-000190,Member-9212393,United Kingdom of Great Britain and Northern Ireland (the),Europe,1.0.,System TnC,03/25/22 00:00:00,03/25/22 00:00:00,06/29/22 00:00:00
A4DAAE99F13F0E18E1D1B6367B224565,RACP,09/08/22 15:43:00,RAM-000141,Member-5130382,Chile,Latin America,1.0.,System TnC,12/29/21 00:00:00,12/29/21 00:00:00,02/15/22 00:00:00
A4FF430AC1D9C9E58ACD0384F45B6739,RACP,09/08/22 15:43:00,RAM-000142,Member-2994147,Brazil,Latin America,1.0.,System TnC,02/15/22 00:00:00,02/15/22 00:00:00,02/16/22 00:00:00
A5D5162B8D3D1E0EAEB312905EB8DC34,RACP,09/08/22 15:43:00,RAM-000049,Member-1009136,Ethiopia,Africa,1.1.,SystemLegalTnC,08/16/21 00:00:00,08/16/21 00:00:00,08/27/21 00:00:00
A6639A36C64343A0FD0A0FEE832B8DD3,RACP,09/08/22 15:43:00,RAM-000087,Member-5798318,Mexico,Latin America,1.1.,SystemLegalTnC,09/06/21 00:00:00,09/06/21 00:00:00,10/07/21 00:00:00
A7E672D6703CDA488E11699B765E2CB6,RACP,09/08/22 15:43:00,RAM-000175,Member-3536464,Peru,Latin America,1.1.,SystemLegalTnC,05/12/22 00:00:00,05/12/22 00:00:00,05/13/22 00:00:00
A9EB48CDDF1C84752F2BC07D32433EFA,RACP,09/08/22 15:43:00,RAM-000059,Member-5423090,India,Asia and Pacific,1.1.,SystemLegalTnC,08/11/21 00:00:00,08/11/21 00:00:00,09/08/21 00:00:00
AA1B4FD79412112041096E22B8E3161C,RACP,09/08/22 15:43:00,RAM-000036,Member-4799591,Ecuador,Latin America,1.0.,System TnC,08/02/21 00:00:00,08/02/21 00:00:00,08/03/21 00:00:00
AB55DE16EAF20749355C93B29A4F0D1A,RACP,09/08/22 15:43:00,RAM-000066,Member-1107970,United Kingdom of Great Britain and Northern Ireland (the),Europe,1.0.,System TnC,09/09/21 00:00:00,09/09/21 00:00:00,09/13/21 00:00:00
ABF983BC2749A835A7858D6D0F772A3A,RACP,09/08/22 15:43:00,RAM-000014,Member-1413485,Nicaragua,Latin America,6,,04/28/21 00:00:00,04/28/21 00:00:00,05/24/21 00:00:00
AC909C27F0F6C0FC3892028EA86AA0BD,RACP,09/08/22 15:43:00,RAM-000129,Member-1361515,Denmark,Europe,1.0.,System TnC,01/06/22 00:00:00,01/06/22 00:00:00,01/07/22 00:00:00
AEC1146C325DA98E5C9E1A43FC03FDB8,RACP,09/08/22 15:43:00,RAM-000031,Member-8900814,Peru,Latin America,1.1.,SystemLegalTnC,07/14/21 00:00:00,07/09/21 00:00:00,07/22/21 00:00:00
B13ECAC6655188201D0B24EF36970349,RACP,09/08/22 15:43:00,RAM-000013,Member-9471440,Taiwan,Asia and Pacific,6,,05/21/21 00:00:00,05/21/21 00:00:00,05/22/21 00:00:00
B26E56BE1975ADE59B27BA9ED095F54D,RACP,09/08/22 15:43:00,RAM-000022,Member-9366211,Peru,Latin America,6,,06/12/21 00:00:00,06/12/21 00:00:00,06/15/21 00:00:00
B2BB738E246133831B0293049C96EEC1,RACP,09/08/22 15:43:00,RAM-000043,Member-8577257,Spain,Europe,1.0.,System TnC,08/13/21 00:00:00,08/13/21 00:00:00,08/16/21 00:00:00
B4E4C2E9E14D182EC9BD05754616C673,RACP,09/08/22 15:43:00,RAM-000124,Member-1028809,United Republic of Tanzania,Africa,1.1.,SystemLegalTnC,12/16/21 00:00:00,12/16/21 00:00:00,12/22/21 00:00:00
B7A7D06C419A174C6AFD56E7DC7BE678,RACP,09/08/22 15:43:00,RAM-000025,Member-2764077,Netherlands (the),Europe,1.0.,System TnC,06/22/21 00:00:00,06/22/21 00:00:00,06/22/21 00:00:00
B843F1F8171E0CF4535765E5C9533663,RACP,09/08/22 15:43:00,RAM-000156,Member-8769948,Malaysia,Asia and Pacific,1.0.,System TnC,03/03/22 00:00:00,03/03/22 00:00:00,03/25/22 00:00:00
B8D829B82AA14585C1532194D2746C3B,RACP,09/08/22 15:43:00,RAM-000041,Member-1053259,Canada,North America,1.0.,System TnC,08/04/21 00:00:00,08/04/21 00:00:00,08/13/21 00:00:00
B9D60E7C84C1DB95380ED3911F5373C2,RACP,09/08/22 15:43:00,RAM-000152,Member-7975334,Brazil,Latin America,1.1.,SystemLegalTnC,03/15/22 00:00:00,03/15/22 00:00:00,03/21/22 00:00:00
B9F0FA5E360CD0EEC9A243C47AE0BC3B,RACP,09/08/22 15:43:00,RAM-000166,Member-5222947,United States of America (the),North America,1.0.,System TnC,04/01/22 00:00:00,04/01/22 00:00:00,04/04/22 00:00:00
BA1ED9185C6063FDA7680CE121286893,RACP,09/08/22 15:43:00,RAM-000147,Member-9716852,Costa Rica,Latin America,1.1.,SystemLegalTnC,02/25/22 00:00:00,02/25/22 00:00:00,03/11/22 00:00:00
BB8448A5D778E187B060271104C8CAF1,RACP,09/08/22 15:43:00,RAM-000091,Member-8906050,Brazil,Latin America,1.1.,SystemLegalTnC,10/18/21 00:00:00,10/18/21 00:00:00,10/20/21 00:00:00
BE14E1D902DFF4A2B40C27D350BC0E77,RACP,09/08/22 15:43:00,RAM-000039,Member-8940838,Peru,Latin America,1.1.,SystemLegalTnC,08/03/21 00:00:00,08/03/21 00:00:00,08/12/21 00:00:00
C071F331BD2B445D2E97662D84FCCC46,RACP,09/08/22 15:43:00,RAM-000026,Member-9845747,China,Asia and Pacific,1.1.,SystemLegalTnC,06/28/21 00:00:00,06/28/21 00:00:00,06/29/21 00:00:00
C90C914792194E9AE28F22C1847A5F00,RACP,09/08/22 15:43:00,RAM-000192,Member-7748216,Denmark,Europe,1.0.,System TnC,07/06/22 00:00:00,07/06/22 00:00:00,07/07/22 00:00:00
C966D386BB24A5D1F92DCD277FAE2533,RACP,09/08/22 15:43:00,RAM-000072,Member-1769150,United Kingdom of Great Britain and Northern Ireland (the),Europe,1.0.,System TnC,08/10/21 00:00:00,08/10/21 00:00:00,09/21/21 00:00:00
CAC753C8464883F6C119C00B365FBCB3,RACP,09/08/22 15:43:00,RAM-000163,Member-2230887,Israel,Asia and Pacific,1.1.,SystemLegalTnC,03/16/22 00:00:00,03/16/22 00:00:00,03/30/22 00:00:00
CB94F0642DBF5BCA738B313C3AEE6446,RACP,09/08/22 15:43:00,RAM-000136,Member-7698750,Panama,Latin America,1.0.,System TnC,01/18/22 00:00:00,01/18/22 00:00:00,01/26/22 00:00:00
CC24A1601EE908ACB1E5901C9FE692E1,RACP,09/08/22 15:43:00,RAM-000158,Member-4713150,Australia,Asia and Pacific,1.0.,System TnC,03/21/22 00:00:00,03/21/22 00:00:00,03/28/22 00:00:00
CCB673C729C44972C4261E444FB06C5F,RACP,09/08/22 15:43:00,RAM-000042,Member-7103915,Italy,Europe,1.0.,System TnC,08/05/21 00:00:00,08/05/21 00:00:00,08/14/21 00:00:00
CD8B6EEFEC9197A309FD62C4EF2A9C60,RACP,09/08/22 15:43:00,RAM-000017,Member-9462694,Democratic Republic of Congo,Africa,6,,04/10/21 00:00:00,04/10/21 00:00:00,05/31/21 00:00:00
CDDA34D85651D560910D31ECF9833F43,RACP,09/08/22 15:43:00,RAM-000090,Member-1040011,Germany,Europe,1.0.,System TnC,10/19/21 00:00:00,10/19/21 00:00:00,10/20/21 00:00:00
D01BEEB1F0AAAD257A3C522437C3618C,RACP,09/08/22 15:43:00,RAM-000010,Member-3360987,China,Asia and Pacific,6,,05/20/21 00:00:00,05/20/21 00:00:00,05/22/21 00:00:00
D12BAFB35E2EC1EF89FC32A81A5F791C,RACP,09/08/22 15:43:00,RAM-000003,Member-6599666,Turkey,Asia and Pacific,6,,04/22/21 00:00:00,04/22/21 00:00:00,04/22/21 00:00:00
D1E2C75368863D74E1C3B4B4220CBC63,RACP,09/08/22 15:43:00,RAM-000119,Member-1621995,Argentina,Latin America,1.1.,SystemLegalTnC,12/09/21 00:00:00,12/09/21 00:00:00,12/10/21 00:00:00
D216BEBA034234344EAA62D7C4177C51,RACP,09/08/22 15:43:00,RAM-000172,Member-9283273,Netherlands (the),Europe,1.0.,System TnC,05/09/22 00:00:00,05/09/22 00:00:00,05/09/22 00:00:00
D2516F4148EE5C81065EDBDC90F8448C,RACP,09/08/22 15:43:00,RAM-000138,Member-9491621,Italy,Europe,1.0.,System TnC,01/31/22 00:00:00,01/31/22 00:00:00,02/01/22 00:00:00
D3E69ACBCBA890A509F89B8084462CBE,RACP,09/08/22 15:43:00,RAM-000194,Member-1095161,Spain,Europe,1.0.,System TnC,05/10/22 00:00:00,05/10/22 00:00:00,07/13/22 00:00:00
D8A175DF481866356688BB6BC696A1BC,RACP,09/08/22 15:43:00,RAM-000127,Member-1505509,Colombia,Latin America,1.1.,SystemLegalTnC,01/04/22 00:00:00,01/04/22 00:00:00,01/06/22 00:00:00
D8B86C7C42597C775595FDCD80F848D1,RACP,09/08/22 15:43:00,RAM-000092,Member-3141128,India,Asia and Pacific,1.1.,SystemLegalTnC,10/12/21 00:00:00,10/12/21 00:00:00,10/20/21 00:00:00
D8EA5CB78D2166F1E71EDDA4178BFA8E,RACP,09/08/22 15:43:00,RAM-000182,Member-3990834,Austria,Europe,1.0.,System TnC,06/10/22 00:00:00,06/10/22 00:00:00,06/13/22 00:00:00
D9347CB46A0F446F280A738225D0FADF,RACP,09/08/22 15:43:00,RAM-000133,Member-8228839,Sri Lanka,Asia and Pacific,1.1.,SystemLegalTnC,12/29/21 00:00:00,12/29/21 00:00:00,01/13/22 00:00:00
DB1060098EC50AAB5F56C84D87B5DED7,RACP,09/08/22 15:43:00,RAM-000161,Member-8776991,China,Asia and Pacific,1.1.,SystemLegalTnC,03/22/22 00:00:00,03/22/22 00:00:00,03/30/22 00:00:00
DC8C883B47FF01F2AA7447738B867316,RACP,09/08/22 15:43:00,RAM-000002,Member-3814918,Turkey,Asia and Pacific,6,,04/21/21 00:00:00,04/21/21 00:00:00,04/22/21 00:00:00
DC94AC8EDDB8B72E10CA37D71093292A,RACP,09/08/22 15:43:00,RAM-000020,Member-9581969,Japan,Asia and Pacific,6,,06/08/21 00:00:00,06/08/21 00:00:00,06/09/21 00:00:00
DD55913063751AB2545F773EBDD11AC3,RACP,09/08/22 15:43:00,RAM-000065,Member-6176951,Croatia,Europe,1.0.,System TnC,09/10/21 00:00:00,09/10/21 00:00:00,09/13/21 00:00:00
DDCD60C591D32FFD73BD7FF3568934C3,RACP,09/08/22 15:43:00,RAM-000160,Member-2116000,Colombia,Latin America,1.1.,SystemLegalTnC,03/25/22 00:00:00,03/25/22 00:00:00,03/28/22 00:00:00
DE1F75D5ADC3E508AAD641D58C0534AF,RACP,09/08/22 15:43:00,RAM-000005,Member-4487356,Kenya,Africa,6,,04/07/21 00:00:00,04/07/21 00:00:00,05/11/21 00:00:00
DE47EA9CF7F575172D7A8EE341290EFD,RACP,09/08/22 15:43:00,RAM-000143,Member-5888856,Slovakia,Europe,1.0.,System TnC,02/21/22 00:00:00,02/21/22 00:00:00,02/22/22 00:00:00
DE7AA945C55681CD6030BD88B02CAF2A,RACP,09/08/22 15:43:00,RAM-000135,Member-9630800,Brazil,Latin America,1.0.,System TnC,01/21/22 00:00:00,01/21/22 00:00:00,01/24/22 00:00:00
E18646903B548B79A963F25C01B309FD,RACP,09/08/22 15:43:00,RAM-000115,Member-9900431,Ethiopia,Africa,1.1.,SystemLegalTnC,12/03/21 00:00:00,12/03/21 00:00:00,12/03/21 00:00:00
E393790BE1ABB7655DC1443EB60576B0,RACP,09/08/22 15:43:00,RAM-000046,Member-9329371,Netherlands (the),Europe,1.0.,System TnC,08/20/21 00:00:00,08/20/21 00:00:00,08/23/21 00:00:00
E457DD1AB8276DD2406CBC31789965E4,RACP,09/08/22 15:43:00,RAM-000099,Member-1113778,Uganda,Africa,1.0.,System TnC,11/04/21 00:00:00,11/04/21 00:00:00,11/09/21 00:00:00
E495F537733E7F27EA3750051B9AACB0,RACP,09/08/22 15:43:00,RAM-000018,Member-6739623,United Republic of Tanzania,Africa,6,,04/30/21 00:00:00,04/30/21 00:00:00,05/31/21 00:00:00
E5705D4964DC9BAB9AA06E51D127661A,RACP,09/08/22 15:43:00,RAM-000128,Member-5697616,India,Asia and Pacific,1.1.,SystemLegalTnC,01/05/22 00:00:00,01/05/22 00:00:00,01/07/22 00:00:00
E5A72452CE20C3A4A9E1C2CA9D83BE5F,RACP,09/08/22 15:43:00,RAM-000150,Member-9057442,Colombia,Latin America,1.0.,System TnC,03/15/22 00:00:00,03/15/22 00:00:00,03/16/22 00:00:00
E5C9E191173419F02675590B77ADE0FF,RACP,09/08/22 15:43:00,RAM-000148,Member-9228140,India,Asia and Pacific,1.1.,SystemLegalTnC,02/13/22 00:00:00,02/13/22 00:00:00,03/14/22 00:00:00
E78C806599A9BDF75C5D9AA68A2E2D39,RACP,09/08/22 15:43:00,RAM-000140,Member-1078039,India,Asia and Pacific,1.0.,System TnC,02/02/22 00:00:00,02/02/22 00:00:00,02/02/22 00:00:00
E8C5985F71138FB9AF0029EEEC9EC0C0,RACP,09/08/22 15:43:00,RAM-000132,Member-1100846,C“te d'Ivoire,Africa,1.1.,SystemLegalTnC,01/04/22 00:00:00,01/04/22 00:00:00,01/12/22 00:00:00
EA0A254CD94AFDB125F8686D82AC1DBE,RACP,09/08/22 15:43:00,RAM-000033,Member-3115771,Netherlands (the),Europe,1.0.,System TnC,07/23/21 00:00:00,07/23/21 00:00:00,07/26/21 00:00:00
EA567097DCC600E6230C11007ADA991C,RACP,09/08/22 15:43:00,RAM-000062,Member-3044190,Spain,Europe,1.0.,System TnC,09/07/21 00:00:00,09/07/21 00:00:00,09/09/21 00:00:00
EAA87ABC09D1CE517DCDECC4CB65F79E,RACP,09/08/22 15:43:00,RAM-000111,Member-4628973,Belgium,Europe,1.0.,System TnC,11/30/21 00:00:00,11/30/21 00:00:00,12/01/21 00:00:00
EC0CB8DE7975DBF6CC90BFA2FB471094,RACP,09/08/22 15:43:00,RAM-000054,Member-9829200,Indonesia,Asia and Pacific,1.1.,SystemLegalTnC,09/02/21 00:00:00,09/02/21 00:00:00,09/02/21 00:00:00
EC486EB5ED69FAF30AAC42B1B579B158,RACP,09/08/22 15:43:00,RAM-000069,Member-5272177,Mexico,Latin America,1.1.,SystemLegalTnC,09/14/21 00:00:00,09/14/21 00:00:00,09/15/21 00:00:00
F21797BC3BC0F1E7BCF4B73C8D88B51F,RACP,09/08/22 15:43:00,RAM-000195,Member-4123546,Czechia,Europe,1.0.,System TnC,07/13/22 00:00:00,07/13/22 00:00:00,07/14/22 00:00:00
F2E9CD4A12516B408206E3FA5536CB78,RACP,09/08/22 15:43:00,RAM-000174,Member-8051329,Thailand,Asia and Pacific,1.1.,SystemLegalTnC,05/11/22 00:00:00,05/11/22 00:00:00,05/12/22 00:00:00
F55194CE82E28CFE43E4E871BA09D4E2,RACP,09/08/22 15:43:00,RAM-000048,Member-5102296,Kenya,Africa,6,,04/14/21 00:00:00,04/14/21 00:00:00,08/26/21 00:00:00
F60D5BBA891E0CADFC7470E4AEDFA64D,RACP,09/08/22 15:43:00,RAM-000078,Member-1140576,Slovenia,Europe,1.0.,System TnC,09/27/21 00:00:00,09/27/21 00:00:00,09/28/21 00:00:00
F81AA3B74F72B379D15A11F9C5167E7C,RACP,09/08/22 15:43:00,RAM-000193,Member-1029805,Italy,Europe,1.0.,System TnC,07/12/22 00:00:00,07/12/22 00:00:00,07/13/22 00:00:00
F92335B75B7728CFB47870753AC63A10,RACP,09/08/22 15:43:00,RAM-000037,Member-8012513,United Kingdom of Great Britain and Northern Ireland (the),Europe,1.1.,SystemLegalTnC,07/28/21 00:00:00,07/28/21 00:00:00,08/04/21 00:00:00
FAEBCA8672C341BA65138C998F6E8E1B,RACP,09/08/22 15:43:00,RAM-000098,Member-3454120,Mexico,Latin America,1.1.,SystemLegalTnC,11/05/21 00:00:00,11/05/21 00:00:00,11/08/21 00:00:00
FE381A7228923CE9D443FB4DEF6E85E9,RACP,09/08/22 15:43:00,RAM-000183,Member-7730336,Taiwan,Asia and Pacific,1.0.,System TnC,05/20/22 00:00:00,05/20/22 00:00:00,06/13/22 00:00:00
FEF4E29F9FA0ADB3ECEA8E3CF5B0A00C,RACP,09/08/22 15:43:00,RAM-000061,Member-1148572,India,Asia and Pacific,1.0.,System TnC,08/03/21 00:00:00,08/03/21 00:00:00,09/08/21 00:00:00
